date,league,season,index,round,home_team,away_team,home_goals,away_goals,home_goals_first_half,away_goals_first_half,link,spectators
2012-11-03,Meisterschaft,2012-13,578,,Basel,YB  ,2,0,2,0,http://www.bscyb.ch/news-events?nid=1717,30057
2012-11-08,UEL,2012-13,579,,Udinese Calcio,YB  ,2,3,0,1,http://www.bscyb.ch/news-events?nid=1724,13000
2012-11-11,Schweizer Cup,2012-13,580,,Muttenz,YB  ,1,5,0,3,http://www.bscyb.ch/news-events?nid=1729,2952
2012-11-18,Meisterschaft,2012-13,581,,YB,St Gallen ,0,0,,,http://www.bscyb.ch/news-events?nid=1737,19904
2012-11-22,UEL,2012-13,582,,Liverpool,YB  ,2,2,1,0,http://www.bscyb.ch/news-events?nid=1758,37810
2012-11-25,Meisterschaft,2012-13,583,,Lausanne,YB  ,2,1,1,0,http://www.bscyb.ch/news-events?nid=1770,7200
2012-11-28,Meisterschaft,2012-13,584,,YB,Luzern  ,2,1,2,1,http://www.bscyb.ch/news-events?nid=1779,16537
2012-12-02,Meisterschaft,2012-13,585,,YB,Sion  ,3,1,1,1,http://www.bscyb.ch/news-events?nid=1789,17737
2012-12-06,UEL,2012-13,586,,YB,Anji Makhachkala  ,3,1,1,1,http://www.bscyb.ch/news-events?nid=1803,17132
2012-12-09,Schweizer Cup,2012-13,587,,Wil,YB  nV,4,3,,,http://www.bscyb.ch/news-events?nid=1807,1710
2013-01-15,Testspiel,2012-13,589,,Thun,YB  ,0,1,0,1,http://www.bscyb.ch/news-events?nid=1839,724
2013-01-21,Testspiel,2012-13,590,,YB,Dnipro  ,0,1,0,1,http://www.bscyb.ch/news-events?nid=1850,50
2013-01-23,Testspiel,2012-13,591,,YB,Marbella  ,6,0,1,0,http://www.bscyb.ch/news-events?nid=1857,70
2013-01-25,Testspiel,2012-13,592,,YB,Cluj  ,1,1,0,1,http://www.bscyb.ch/news-events?nid=1862,70
2013-01-29,Testspiel,2012-13,593,,Wohlen,YB  ,2,1,0,1,http://www.bscyb.ch/news-events?nid=1867,300
2013-02-02,Testspiel,2012-13,594,,Winterthur,YB  ,0,2,0,1,http://www.bscyb.ch/news-events?nid=1873,500
2013-02-09,Meisterschaft,2012-13,595,,YB,Luzern  ,3,2,2,0,http://www.bscyb.ch/news-events?nid=1894,14597
2013-02-16,Meisterschaft,2012-13,596,,GC,YB  ,2,0,1,0,http://www.bscyb.ch/news-events?nid=1908,5200
2013-02-23,Meisterschaft,2012-13,597,,Zürich,YB  ,4,0,1,0,http://www.bscyb.ch/news-events?nid=1922,8599
2013-03-03,Meisterschaft,2012-13,598,,YB,St Gallen  ,2,0,0,0,http://www.bscyb.ch/news-events?nid=1933,15192
2013-03-10,Meisterschaft,2012-13,599,,Basel,YB  ,3,0,1,0,http://www.bscyb.ch/news-events?nid=1953,27818
2013-03-17,Meisterschaft,2012-13,600,,YB,Sion ,0,0,,,http://www.bscyb.ch/news-events?nid=1964,15173
2013-03-26,Testspiel,2012-13,601,,YB,Düdingen  ,3,1,2,0,http://www.bscyb.ch/news-events?nid=1980,200
2013-04-01,Meisterschaft,2012-13,602,,Lausanne,YB ,0,0,,,http://www.bscyb.ch/news-events?nid=1988,5300
2013-04-07,Meisterschaft,2012-13,603,,YB,Servette  ,0,2,0,0,http://www.bscyb.ch/news-events?nid=1997,13817
2013-04-14,Meisterschaft,2012-13,604,,YB,Thun  ,1,2,1,1,http://www.bscyb.ch/news-events?nid=2010,19011
2013-04-21,Meisterschaft,2012-13,605,,Sion,YB ,0,0,,,http://www.bscyb.ch/news-events?nid=2022&pid=1&filter=,9100
2013-04-28,Meisterschaft,2012-13,606,,YB,Lausanne  ,3,1,1,0,http://www.bscyb.ch/news-events?nid=2038,13413
2013-05-04,Meisterschaft,2012-13,607,,St. Gallen,YB  ,3,1,0,1,http://www.bscyb.ch/news-events?nid=2054,13370
2013-05-07,Meisterschaft,2012-13,608,,YB,GC  ,4,0,1,0,http://www.bscyb.ch/news-events?nid=2062,15069
2013-05-11,Meisterschaft,2012-13,609,,Luzern,YB  ,3,1,1,1,http://www.bscyb.ch/news-events?nid=2070,12619
2013-05-18,Meisterschaft,2012-13,610,,Servette,YB  ,0,1,0,1,http://www.bscyb.ch/news-events?nid=2083,4281
2013-05-26,Meisterschaft,2012-13,611,,YB,Zürich  ,2,4,1,2,http://www.bscyb.ch/news-events?nid=2093,16127
2013-05-29,Meisterschaft,2012-13,612,,YB,Basel  ,0,1,0,0,http://www.bscyb.ch/news-events?nid=2103,19322
2013-06-01,Meisterschaft,2012-13,613,,Thun,YB  ,2,2,0,1,http://www.bscyb.ch/news-events?nid=2116,6000
2013-06-19,Testspiel,2013-14,614,,YB,Aarau  ,1,2,0,0,http://www.bscyb.ch/news-events?nid=2146&pid=0,1000
2013-06-23,Testspiel,2013-14,615,,YB,Servette  ,2,1,1,1,http://www.bscyb.ch/news-events?nid=2151&pid=0,800
2013-07-02,Testspiel,2013-14,617,,YB,Dynamo Moskau  ,4,1,1,1,http://www.bscyb.ch/news-events?nid=2169&pid=0,2130
2013-07-05,Testspiel,2013-14,618,,YB,Slavia Prag  ,2,2,0,1,http://www.bscyb.ch/news-events?nid=2174&pid=0,2050
2013-07-13,Meisterschaft,2013-14,620,,YB,Sion  ,2,0,2,0,http://www.bscyb.ch/news-events?nid=2186,19322
2013-07-20,Meisterschaft,2013-14,621,,Lausanne,YB  ,1,3,0,3,http://www.bscyb.ch/news-events?nid=2196,4900
2013-07-28,Meisterschaft,2013-14,622,,YB,Thun  ,3,2,0,2,http://www.bscyb.ch/news-events?nid=3211,20328
2013-08-04,Meisterschaft,2013-14,623,,Zürich,YB  ,1,3,0,2,http://www.bscyb.ch/news-events?nid=3222,10060
2013-08-10,Meisterschaft,2013-14,624,,Aarau,YB  ,0,4,0,1,http://www.bscyb.ch/news-events?nid=3242,7232
2013-08-17,Schweizer Cup,2013-14,625,,Veyrier,YB  ,0,8,0,1,http://www.bscyb.ch/news-events?nid=3255,2150
2013-08-25,Meisterschaft,2013-14,626,,YB,GC  ,1,2,1,1,http://www.bscyb.ch/news-events?nid=3270,25031
2013-09-01,Meisterschaft,2013-14,627,,Basel,YB  ,2,1,0,0,http://www.bscyb.ch/news-events?nid=3281,32190
2013-09-06,Testspiel,2013-14,628,,YB,Schaffhausen  ,1,0,1,0,http://www.bscyb.ch/news-events?nid=3296,200
2013-09-14,Schweizer Cup,2013-14,629,,YF Juventus,YB  ,2,4,2,1,http://www.bscyb.ch/news-events?nid=3310,1500
2013-09-21,Meisterschaft,2013-14,630,,YB,Luzern  ,0,1,0,0,http://www.bscyb.ch/news-events?nid=3322,19230
2013-09-24,Meisterschaft,2013-14,631,,St. Gallen,YB ,0,0,,,http://www.bscyb.ch/news-events?nid=3331,12406
2013-09-29,Meisterschaft,2013-14,632,,YB,Zürich  ,0,1,0,0,http://www.bscyb.ch/news-events?nid=3342,16137
2013-10-05,Meisterschaft,2013-14,633,,Sion,YB  ,2,2,1,0,http://www.bscyb.ch/news-events?nid=3353,7000
2013-10-10,Testspiel,2013-14,634,,Breitenrain,YB  ,1,2,1,1,http://www.bscyb.ch/news-events?nid=3365,800
2013-10-20,Meisterschaft,2013-14,635,,Luzern,YB  ,1,1,1,0,http://www.bscyb.ch/news-events?nid=3382,12071
2013-10-26,Meisterschaft,2013-14,636,,YB,Aarau  ,3,0,1,0,http://www.bscyb.ch/news-events?nid=3394,17215
2013-11-03,Meisterschaft,2013-14,637,,GC,YB  ,0,1,0,0,http://www.bscyb.ch/news-events?nid=3406,9400
2013-11-09,Schweizer Cup,2013-14,638,,Le Mont,YB  ,4,1,2,1,http://www.bscyb.ch/news-events?nid=3418,2000
2013-11-16,Testspiel,2013-14,639,,YB,Milan  ,1,3,1,0,http://www.bscyb.ch/news-events?nid=3432,12272
2013-11-23,Meisterschaft,2013-14,640,,YB,Lausanne  ,3,2,2,0,http://www.bscyb.ch/news-events?nid=3444,13838
2013-12-01,Meisterschaft,2013-14,641,,YB,Basel  ,2,2,1,2,http://www.bscyb.ch/news-events?nid=3457,23221
2013-12-08,Meisterschaft,2013-14,642,,Thun,YB  ,1,0,1,0,http://www.bscyb.ch/news-events?nid=3468,7517
2013-12-15,Meisterschaft,2013-14,643,,YB,St Gallen  ,1,0,1,0,http://www.bscyb.ch/news-events?nid=3482,18013
2014-01-10,Testspiel,2013-14,645,,YB,Leverkusen  ,2,2,0,1,http://www.bscyb.ch/news-events?nid=3516,150
2014-01-14,Testspiel,2013-14,646,,YB,Benfica Lissabon B  ,1,4,1,1,http://www.bscyb.ch/news-events?nid=3523,500
2014-01-18,Testspiel,2013-14,647,,YB,Skenderbeu Korce  ,2,0,0,0,http://www.bscyb.ch/news-events?nid=3532,50
2014-01-25,Testspiel,2013-14,648,,Lugano,YB ,0,0,,,,
2014-01-28,Testspiel,2013-14,649,,YB,Köniz  ,3,1,3,0,http://www.bscyb.ch/news-events?nid=4549,850
2014-02-02,Meisterschaft,2013-14,650,,YB,Thun  ,2,1,0,0,http://www.bscyb.ch/news-events?nid=4557,14119
2014-02-08,Meisterschaft,2013-14,651,,Basel,YB  ,3,2,1,2,http://www.bscyb.ch/news-events?nid=4567,27225
2014-02-16,Meisterschaft,2013-14,652,,YB,Lausanne  ,5,3,4,2,http://www.bscyb.ch/news-events?nid=4582,13273
2014-02-23,Meisterschaft,2013-14,653,,Luzern,YB  ,1,2,0,1,http://www.bscyb.ch/news-events?nid=5592,10816
2014-02-26,Meisterschaft,2013-14,654,,Sion,YB  ,3,0,1,0,http://www.bscyb.ch/news-events?nid=5603,4500
2014-03-09,Meisterschaft,2013-14,655,,YB,Zürich  ,1,3,0,0,http://www.bscyb.ch/news-events?nid=5621,17297
2014-03-15,Meisterschaft,2013-14,656,,St. Gallen,YB  ,1,1,1,1,http://www.bscyb.ch/news-events?nid=5630,13157
2014-03-23,Meisterschaft,2013-14,657,,YB,GC  ,0,4,0,0,http://www.bscyb.ch/news-events?nid=5639,16079
2014-03-29,Meisterschaft,2013-14,658,,Aarau,YB  ,2,1,0,0,http://www.bscyb.ch/news-events?nid=5656,6153
2014-04-06,Meisterschaft,2013-14,659,,YB,Luzern  ,2,1,2,0,http://www.bscyb.ch/news-events?nid=5669,17201
2014-04-13,Meisterschaft,2013-14,660,,Zürich,YB  ,2,2,1,2,http://www.bscyb.ch/news-events?nid=5684,9378
2014-04-17,Meisterschaft,2013-14,661,,YB,Sion ,0,0,,,http://www.bscyb.ch/news-events?nid=5692,15701
2014-04-27,Meisterschaft,2013-14,662,,Lausanne,YB  ,0,1,0,0,http://www.bscyb.ch/news-events?nid=5700,3050
2014-05-04,Meisterschaft,2013-14,663,,GC,YB  ,5,0,2,0,http://www.bscyb.ch/news-events?nid=5710,0
2014-05-07,Meisterschaft,2013-14,664,,YB,Aarau  ,2,2,1,0,http://www.bscyb.ch/news-events?nid=5719,12988
2014-05-11,Meisterschaft,2013-14,665,,YB,Basel  ,3,1,1,0,http://www.bscyb.ch/news-events?nid=5724,20278
2014-05-15,Meisterschaft,2013-14,666,,Thun,YB  ,0,3,0,2,http://www.bscyb.ch/news-events?nid=5734,9114
2014-05-18,Meisterschaft,2013-14,667,,YB,St Gallen  ,2,0,1,0,http://www.bscyb.ch/news-events?nid=5739,16686
2014-06-14,Testspiel,2014-15,668,,Thun,YB,2,1,1,1,http://www.bscyb.ch/news-events?nid=5784,700
2014-06-21,Testspiel,2014-15,669,,YB,Schaffhausen,4,3,1,1,http://www.bscyb.ch/news-events?nid=5794,500
2014-06-24,Testspiel,2014-15,670,,YB,Winterthur,3,1,1,1,http://www.bscyb.ch/news-events?nid=5797,500
2014-06-28,Testspiel,2014-15,671,,YB,Lausanne,0,0,,,http://www.bscyb.ch/news-events?nid=5806,500
2014-07-11,Testspiel,2014-15,674,,YB,Reims,0,0,,,http://www.bscyb.ch/news-events?nid=5834,800
2014-07-15,Testspiel,2014-15,675,,YB,Wil,1,1,1,1,http://www.bscyb.ch/news-events?nid=5840,1120
2014-07-19,Meisterschaft,2014-15,676,,St. Gallen,YB,2,2,1,1,http://www.bscyb.ch/news-events?nid=5845,12227
2014-07-27,Meisterschaft,2014-15,677,,YB,Aarau,1,1,0,1,http://www.bscyb.ch/news-events?nid=5857,16917
2014-07-31,Europa League Qualifikation,2014-15,678,,YB,Ermis Aradippou,1,0,0,0,http://www.bscyb.ch/news-events?nID=5865,7346
2014-08-03,Meisterschaft,2014-15,679,,Zürich,YB,2,1,0,0,http://www.bscyb.ch/news-events?nID=5871,10295
2014-08-07,Europa League Qualifikation,2014-15,680,,Ermis Aradippou,YB,0,2,0,1,http://www.bscyb.ch/news-events?nID=5880,1000
2014-08-10,Meisterschaft,2014-15,681,,YB,Thun,1,1,1,1,http://www.bscyb.ch/news-events?nID=5886,20923
2014-08-13,Meisterschaft,2014-15,682,,YB,GC,4,0,1,0,http://www.bscyb.ch/news-events?nID=5893,14362
2014-08-17,Meisterschaft,2014-15,683,,Vaduz,YB,0,2,0,1,http://www.bscyb.ch/news-events?nID=5902,3855
2014-08-21,Europa League Playoff,2014-15,684,,YB,Debrecen,3,1,1,1,http://www.bscyb.ch/news-events?nID=5912,7929
2014-08-24,Schweizer Cup,2014-15,685,,Bavois,YB,0,1,0,0,http://www.bscyb.ch/news-events?nID=5915,22
2014-08-28,Europa League Playoff,2014-15,686,,Debrecen,YB,0,0,,,http://www.bscyb.ch/news-events?nID=5924,6000
2014-08-31,Meisterschaft,2014-15,687,,Basel,YB,3,1,2,1,http://www.bscyb.ch/news-events?nID=5935,31103
2014-09-03,Testspiel,2014-15,688,,Münsingen,YB,0,2,0,0,http://www.bscyb.ch/news-events?nID=5945,900
2014-09-14,Meisterschaft,2014-15,689,,YB,Luzern,3,2,2,1,http://www.bscyb.ch/news-events?nID=5959,18130
2014-09-18,Europa League,2014-15,690,,YB,Slovan Bratislava,5,0,2,0,http://www.bscyb.ch/news-events?nID=5968,10010
2014-09-20,Schweizer Cup,2014-15,691,,Buochs,YB,1,0,1,0,http://www.bscyb.ch/news-events?nID=5974,2251
2014-09-24,Meisterschaft,2014-15,692,,Sion,YB,0,1,0,0,http://www.bscyb.ch/news-events?nID=5980,7500
2014-09-28,Meisterschaft,2014-15,693,,YB,Zürich,2,1,1,0,http://www.bscyb.ch/news-events?nID=5987,16376
2014-10-02,Europa League,2014-15,694,,Sparta Prag,YB,3,1,2,0,http://www.bscyb.ch/news-events?nID=6003,10200
2014-10-05,Meisterschaft,2014-15,695,,Aarau,YB,3,2,1,2,http://www.bscyb.ch/news-events?nid=5991&pid=0,5184
2014-10-10,Testspiel,2014-15,696,,SC Freiburg,YB,2,1,0,0,http://www.bscyb.ch/news-events?nID=5992,2200
2014-10-18,Meisterschaft,2014-15,697,,YB,Basel,0,1,0,1,http://www.bscyb.ch/news-events?nID=6020,22002
2014-10-23,Europa League,2014-15,698,,YB,Napoli,2,0,1,0,http://www.bscyb.ch/news-events?nID=6029,24024
2014-11-02,Meisterschaft,2014-15,699,,YB,Vaduz,0,1,0,0,http://www.bscyb.ch/news-events?nID=6042,16442
2014-11-09,Meisterschaft,2014-15,701,,YB,Sion,2,1,1,1,http://www.bscyb.ch/news-events?nID=6058,15345
2014-11-23,Meisterschaft,2014-15,702,,Thun,YB,0,1,0,0,http://www.bscyb.ch/news-events?nID=6074,9516
2014-11-27,Europa League,2014-15,703,,Slovan Bratislava,YB,1,3,1,2,http://www.bscyb.ch/news-events?nID=6080,3495
2014-11-30,Meisterschaft,2014-15,704,,YB,St Gallen,4,2,2,2,http://www.bscyb.ch/news-events?nID=6086,17588
2014-12-03,Meisterschaft,2014-15,705,,Luzern,YB,1,2,0,1,http://www.bscyb.ch/news-events?nID=6093,8817
2014-12-06,Meisterschaft,2014-15,706,,GC,YB,0,1,0,1,http://www.bscyb.ch/news-events?nID=6096,5600
2014-12-11,Europa League,2014-15,707,,YB,Sparta Prag,2,0,0,0,http://www.bscyb.ch/news-events?nID=6103,15150
2015-01-17,Testspiel,2014-15,709,,YB,Hannover,0,1,0,1,,
2015-01-20,Testspiel,2014-15,710,,YB,Hertha BSC,5,3,,,,
2015-01-23,Testspiel,2014-15,711,,YB,Greuther Fürth,2,4,1,2,,
2015-01-31,Testspiel,2014-15,712,,Locarno,YB,1,3,0,2,http://www.bscyb.ch/news-events?nID=6155,300
2015-02-03,Testspiel,2014-15,713,,YB,Biel,1,3,1,2,http://www.bscyb.ch/news-events?nID=6166,150
2015-02-07,Meisterschaft,2014-15,714,,Luzern,YB,1,1,0,0,http://www.bscyb.ch/news-events?nID=6175,9059
2015-02-10,Testspiel,2014-15,715,,YB,Le Mont,1,1,0,0,http://www.bscyb.ch/news-events?nID=6182,100
2015-02-14,Meisterschaft,2014-15,716,,YB,GC,4,2,2,0,http://www.bscyb.ch/news-events?nID=6191,12660
2015-02-19,Europa League,2014-15,717,,YB,Everton,1,4,1,3,http://www.bscyb.ch/news-events?nID=6201,20835
